customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TenureGroup,ChargesGroup,AvgChargesPerMonth,CustomerLifetimeValue,TotalServices,ContractRisk,PaymentRisk,HasFamily,HasInternetPhone,HighValueCustomer,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,CustomerSegment
9272-LSVYH,1,0,1,0,-0.9109613101984924,1,1,0.179085466098976,-0.6813376632357306,0,0-1 Year,High,0.25592443277742155,-0.6968573648083688,-0.9280832414338016,3,2,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,High Risk
7943-RQCHR,0,0,1,0,-0.9516816739185228,1,0,0.9966895901807084,-0.6132170882985544,1,0-1 Year,Very High,0.981150022622338,-0.6300676036792776,0.369182623097476,3,3,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,High Risk
3793-MMFUH,0,1,1,0,-0.7888002190384014,1,0,1.0066603721817051,-0.43669479534282774,1,1-2 Years,Very High,1.0844897633363304,-0.4609846315382596,0.369182623097476,3,3,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,High Risk
3249-ZPQRG,1,0,1,0,-1.1552834925186746,1,1,0.45494376812655235,-0.8602203517608479,1,0-1 Year,High,0.2279451884015487,-0.8680599458976159,-0.06323933174628321,3,3,0,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,High Risk
2568-BRGYX,1,0,1,0,-1.1552834925186746,1,0,0.18074726309914202,-0.9008544511890468,1,0-1 Year,High,-0.375798634328954,-0.8826322574166904,-0.9280832414338016,3,3,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,High Risk
3084-DOWLE,0,0,0,0,1.6137012404433893,1,1,0.9052907551715716,1.8506388102549463,0,4+ Years,Very High,0.9713305311500581,1.9184309676679436,2.098870442472513,1,1,1,1,1,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,New Customer
1084-MNSMJ,0,0,0,1,0.758573602322752,1,1,0.6892571451499756,0.945107242704381,0,4+ Years,High,0.8516007577286187,0.918902873018702,1.6664484876287537,1,1,1,1,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,New Customer
7721-JXEAW,1,0,0,0,1.0843365120829946,0,0,-0.788080387997708,0.07628313522358915,1,4+ Years,Medium,-0.5957838292380865,0.06286788831258874,-0.49566128659004244,3,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,New Customer
7249-WBIYX,1,0,0,0,-0.9109613101984924,1,0,0.6925807391503077,-0.6467700010185821,1,0-1 Year,High,0.4893827711000692,-0.6286324517872476,-0.06323933174628321,3,3,1,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,High Risk
4238-HFHSN,1,1,0,0,1.1657772395230555,1,0,0.5779167461388456,1.1581605175564693,0,4+ Years,High,0.6573336906750205,1.2062202818031198,-0.06323933174628321,3,3,1,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,High Risk
6250-CGGUN,1,0,1,0,0.880734693482843,1,1,0.6526976111463211,0.9725054791266522,0,4+ Years,High,0.7365774583655046,1.0059393154553558,0.369182623097476,2,3,0,1,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,New Customer
5478-JJVZK,0,0,1,0,0.025607055362205634,1,0,-0.12834697893175703,-0.10851157211084253,0,2-4 Years,Medium,0.02502950013664534,-0.11917560937645459,0.369182623097476,3,2,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,High Risk
7596-IIWYC,0,0,1,0,-0.21871512695797646,1,0,-1.479387940066815,-0.7683855222713839,0,2-4 Years,Low,-1.3056221826291179,-0.7651926741288769,-1.360505196277561,1,1,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,New Customer
6567-HOOPW,0,1,1,0,-1.2774445836787656,1,0,0.47987072312904416,-0.9708942262620828,1,0-1 Year,High,-0.6376831698130316,-0.9716558332423088,-0.49566128659004244,3,3,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,High Risk
9793-WECQC,1,0,1,0,-0.38159658183809786,1,1,1.0149693571825356,-0.03833943840774739,0,1-2 Years,Very High,1.0591854959095734,-0.03871878638326181,0.369182623097476,3,2,0,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,High Risk
4291-HPAXL,1,0,1,1,-1.2774445836787656,1,1,-1.4926823160681442,-0.9970791752421436,0,0-1 Year,Low,-1.6103269233161621,-0.9978639147167654,-1.360505196277561,3,2,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,High Risk
8999-YPYBV,1,0,0,1,0.5142514200025698,1,0,0.6510358141461546,0.6963171377362875,0,2-4 Years,High,0.8133555260746277,0.6695176327036326,1.6664484876287537,1,2,1,1,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,New Customer
1839-FBNFR,0,0,0,1,0.26992923768238775,1,0,-1.4926823160681442,-0.6287030480154903,0,2-4 Years,Low,-1.2351994503981056,-0.6647762002065276,-1.360505196277561,1,1,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,New Customer
3164-AALRN,1,0,1,0,-1.1145631287986442,1,0,0.17410007509847744,-0.8525656109890861,1,0-1 Year,High,-0.03787253159543166,-0.8520745617463888,0.369182623097476,2,2,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,New Customer
3071-MVJCD,1,0,0,1,1.6137012404433893,1,1,0.5829021371393436,1.559780720699678,0,4+ Years,High,0.6753314569342088,1.6100278657006226,1.6664484876287537,1,1,1,1,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,New Customer
1697-BCSHV,0,0,0,1,1.0436161483629645,1,0,0.06774506708784545,0.7458854446934878,0,4+ Years,High,0.2700602615545323,0.70424830849076,0.369182623097476,3,1,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,New Customer
0562-KBDVM,0,0,1,0,1.5322605130033284,0,0,-0.6700928009859131,0.3434049104548933,0,4+ Years,Medium,-0.5238654888674846,0.3719996058558632,0.369182623097476,1,1,0,0,0,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,New Customer
1131-SUEKT,1,0,0,1,1.1657772395230555,1,0,1.1196625681930017,1.705397273536563,0,4+ Years,Very High,1.3130494716667358,1.6452884437248074,0.8016045779412352,2,1,1,1,1,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,New Customer
3717-OEAUQ,1,0,1,0,-1.2367242199587352,1,1,0.19736523310080326,-0.9488344545855361,0,0-1 Year,High,-0.5240578394402988,-0.9441892339548411,-0.9280832414338016,3,2,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,High Risk
4538-WNTMJ,0,0,0,1,0.5549717837226001,1,1,-1.3231790220511994,-0.4914471486440166,0,2-4 Years,Low,-1.1225667144621392,-0.4998220496625806,-0.9280832414338016,2,2,1,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,New Customer
3334-CTHOL,0,0,1,0,-1.2774445836787656,1,0,-0.4922805219681379,-0.9837991926928625,1,0-1 Year,Medium,-1.117040032322999,-0.9845722002705793,-0.49566128659004244,3,1,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New Customer
4704-ERYFC,0,0,0,0,-0.4223169455581282,1,0,0.14917312009598557,-0.3202192008906612,1,1-2 Years,High,0.27891982971550316,-0.3338743324241512,-0.9280832414338016,3,3,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,High Risk
9432-RUVSL,0,0,1,0,0.6364125111626608,1,0,1.2542681252064576,1.1578958002963506,0,2-4 Years,Very High,1.344862564636878,1.1659697910466458,1.2340265327849944,1,1,0,1,1,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,New Customer
8060-HIWJJ,1,0,1,0,1.2879383306831464,1,1,0.7241548821534641,1.47921843453693,0,4+ Years,High,0.9046042009481626,1.4393993453681877,1.6664484876287537,1,1,0,1,0,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,New Customer
7684-XSZIY,1,0,0,1,1.6137012404433893,1,1,-1.3447823830533592,-0.28084250844802533,0,4+ Years,Low,-1.1978252176522166,-0.2340319192586139,-0.9280832414338016,1,1,1,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,New Customer
9089-UOWJG,0,0,0,1,-0.8295205827584317,1,0,-0.2130986259402292,-0.6791096262963995,0,0-1 Year,Medium,-0.06850598789784375,-0.6974314255651808,-0.06323933174628321,3,1,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,New Customer
8621-MNIHH,0,1,0,0,0.06632741908223598,1,0,0.9800716201790471,0.4137314625597242,1,2-4 Years,Very High,1.0775130431884445,0.40843038465354925,0.8016045779412352,3,3,1,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,High Risk
8039-ACLPL,0,0,0,1,1.6137012404433893,1,1,0.13255515009432434,1.150814613588179,0,4+ Years,High,0.2591367783685946,1.1792173469730771,0.8016045779412352,1,1,1,1,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,New Customer
9885-AIBVB,1,0,0,0,-0.13727439951791576,1,0,0.6992279271509723,0.0707902520761291,0,2-4 Years,High,0.7304641374874961,0.09212290765012454,0.369182623097476,3,3,1,1,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,High Risk
1934-MKPXS,1,0,0,1,0.025607055362205634,1,1,-1.4843733310673135,-0.7320530783201116,0,2-4 Years,Low,-1.3374140469429658,-0.7137259193546912,-1.360505196277561,2,1,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,New Customer
2592-YKDIF,0,0,1,0,-1.2774445836787656,1,1,-1.4760643460664828,-0.9968585775253782,0,0-1 Year,Low,-1.6021327889142822,-0.9976431221179914,-1.360505196277561,3,2,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,High Risk
2272-JKMSI,0,0,0,1,1.2064976032430856,1,0,1.5301264272340338,2.0123589964157107,0,4+ Years,Very High,1.6234557019793374,2.026884292185661,1.6664484876287537,2,3,1,1,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,New Customer
0471-LVHGK,1,0,0,0,0.35136996512244845,1,0,0.27380789510844483,0.3182788305153065,1,2-4 Years,High,0.40648367111222056,0.31503511537220863,0.8016045779412352,2,3,1,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,New Customer
9518-RWHZL,0,0,1,0,1.2879383306831464,1,0,1.1728400721983174,1.7534875757914348,1,4+ Years,Very High,1.2180739640822285,1.820928956049409,0.8016045779412352,2,1,0,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,New Customer
8714-CTZJW,0,0,1,0,-1.1552834925186746,1,0,0.6011819041411709,-0.8648308440412462,0,0-1 Year,High,0.1594422248018336,-0.8602880464207762,-0.06323933174628321,3,1,0,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,New Customer
3569-EDBPQ,0,0,1,0,-0.3408762181180675,1,0,0.6510358141461546,-0.150778094643106,0,1-2 Years,High,0.6052686893393084,-0.11268430697250333,0.369182623097476,3,3,0,1,0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,High Risk
3131-NWVFJ,0,0,0,1,-0.748079855318371,1,1,-1.502653098069141,-0.8759048494228726,0,1-2 Years,Low,-1.2921213707098305,-0.8857675123192791,-1.360505196277561,2,2,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,New Customer
7521-YXVZY,1,0,1,1,-1.1960038562387048,1,1,-1.4893587220678117,-0.9801152108228791,0,0-1 Year,Low,-1.4579160234411979,-0.9802005068148569,-1.360505196277561,3,2,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,High Risk
5419-CONWX,0,1,1,0,-1.1552834925186746,1,0,1.1645310871974868,-0.8104535068585585,1,0-1 Year,Very High,0.9673838768271804,-0.8303485700270415,0.8016045779412352,3,1,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,New Customer
6240-EURKS,0,0,1,1,-0.5851984004382496,0,0,-0.9891578250178088,-0.7618558298551261,1,1-2 Years,Low,-0.9816643065993115,-0.7284307064330301,-0.9280832414338016,3,3,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,High Risk
2373-NTKOD,1,0,1,0,-0.9924020376385531,1,0,0.04946530008601819,-0.7647456599447537,0,0-1 Year,High,0.054448049332414,-0.772589226187801,-0.06323933174628321,3,3,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,High Risk
1970-KKFWL,0,0,1,0,0.10704778280226633,1,1,-1.3780183230566818,-0.6541600245302251,0,2-4 Years,Low,-1.2099068888776365,-0.6465166522879299,-0.9280832414338016,1,1,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,New Customer
6960-HVYXR,0,0,1,0,-1.2774445836787656,1,1,0.3735157151184122,-0.9723060516493817,1,0-1 Year,High,-0.6901256299850623,-0.9730689058744614,-0.49566128659004244,3,3,0,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,High Risk
9337-SRRNI,1,0,1,1,1.369379058123207,1,0,-1.3115464430500368,-0.2673639879536553,0,4+ Years,Low,-1.1168076613474234,-0.26927041802292123,-0.9280832414338016,1,1,1,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,New Customer
0895-UADGO,1,0,1,1,-0.9924020376385531,0,0,-0.6717545979860794,-0.8543083329515333,0,0-1 Year,Medium,-0.6848449655927398,-0.8492484164820835,-0.06323933174628321,1,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,New Customer
5678-VFNEQ,0,0,0,0,1.5729808767233588,1,0,1.3074456292117733,2.2644139475919327,0,4+ Years,Very High,1.4386422031699564,2.2571709727067915,1.2340265327849944,2,1,1,1,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,New Customer
5977-CKHON,0,0,0,1,0.43281069256250915,1,0,0.9235705221733989,0.7761514514337099,0,2-4 Years,Very High,1.0731031090376146,0.7507251505326566,0.369182623097476,3,1,1,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,New Customer
7024-OHCCK,0,1,1,0,-1.2367242199587352,1,0,0.966777244177718,-0.9304586647789727,1,0-1 Year,Very High,-0.06901024232257494,-0.9237438393083822,0.369182623097476,3,3,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,High Risk
2692-BUCFV,1,1,1,0,-0.13727439951791576,1,0,1.219370388202969,0.2950719507115794,0,2-4 Years,Very High,1.2858625672469075,0.29253634955715285,0.8016045779412352,3,1,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,New Customer
7861-UVUFT,0,0,0,0,-0.7073594915983407,1,0,0.6493740171459885,-0.4285767993658585,1,1-2 Years,High,0.7446673037840879,-0.44824489858900807,-0.06323933174628321,3,3,1,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,High Risk
1830-GGFNM,1,0,0,1,1.3286586944031769,1,1,0.9900424021800438,1.6760798369784327,0,4+ Years,Very High,1.0831595467126491,1.7072428469407512,1.2340265327849944,1,1,1,1,1,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,New Customer
5302-BDJNT,1,0,1,0,0.10704778280226633,1,1,1.0216165451832002,0.5022573262977059,0,2-4 Years,Very High,1.1764981867631519,0.46936914191513324,0.8016045779412352,3,3,0,1,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,High Risk
5223-UZAVK,1,0,1,0,1.2879383306831464,1,0,1.1811490571991479,1.9077294993538498,0,4+ Years,Very High,1.3943613109682083,1.8279943192101724,0.8016045779412352,2,1,0,1,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,New Customer
4859-ZSRDZ,0,0,0,1,1.0436161483629645,0,0,-0.3078210549496983,0.39138491385138235,0,4+ Years,Medium,-0.17631173789702084,0.4148333700179911,0.369182623097476,1,1,1,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,New Customer
5651-WYIPH,0,1,1,0,-0.5851984004382496,1,0,-0.49560411596847015,-0.6238719580183265,0,1-2 Years,Medium,-0.4421452467702794,-0.6103949831285271,-0.49566128659004244,3,1,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,New Customer
9350-VLHMB,1,0,0,1,1.4100994218432374,1,0,0.8238627021634315,1.8059457128382632,0,4+ Years,Very High,1.136250526612743,1.64281556661854,0.369182623097476,3,1,1,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,New Customer
3498-LZGQZ,1,0,0,1,1.247217966963116,1,0,-1.51594747407047,-0.4865278195601468,0,4+ Years,Low,-1.3328274404625018,-0.4738789193066527,-1.360505196277561,1,2,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,New Customer
8785-CJSHH,0,0,0,0,1.125056875803025,1,0,1.1645310871974868,1.6350486616600557,0,4+ Years,Very High,1.2806308587031066,1.6375827820275999,0.8016045779412352,3,3,1,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,High Risk
5357-TZHPP,1,1,1,0,-0.9516816739185228,1,0,0.6526976111463211,-0.6826612495363235,1,0-1 Year,High,0.46524732067998703,-0.6712012648308469,-0.06323933174628321,3,1,0,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,New Customer
3870-SPZSI,0,0,0,1,1.5322605130033284,1,0,1.6049072922415093,2.465952021628864,0,4+ Years,Very High,1.6970450009355265,2.4878550799057155,2.098870442472513,1,1,1,1,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,New Customer
0680-DFNNY,1,0,0,0,-0.7073594915983407,1,0,1.2077378092018058,-0.34225691279553133,1,1-2 Years,Very High,1.1454629027160323,-0.33696542880698516,0.8016045779412352,3,3,1,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,High Risk
7560-QRBXH,0,0,1,1,0.6364125111626608,1,1,-1.4893587220678117,-0.5925691420093068,0,2-4 Years,Low,-1.3090670636225614,-0.5837673957164004,-1.360505196277561,2,2,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,New Customer
7077-XJMET,1,0,0,0,-0.8295205827584317,1,0,0.31202922611226586,-0.6787346101778982,0,0-1 Year,High,-0.0663629065927367,-0.613706872110135,0.8016045779412352,3,3,1,1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,High Risk
8752-GHJFU,1,1,0,0,1.5729808767233588,1,0,0.9052907551715716,1.8995232642901743,0,4+ Years,Very High,1.0621444888880298,1.8778051294935543,1.2340265327849944,2,3,1,1,1,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,New Customer
6896-SRVYQ,1,1,1,0,0.47353105628253944,1,1,0.3020584441112687,0.3717517170592558,0,2-4 Years,High,0.33862063038960494,0.4282575600234413,-0.49566128659004244,3,3,0,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,High Risk
7767-UXAGJ,1,0,1,0,-1.2774445836787656,1,0,-0.4756625519664766,-0.9835785949760971,1,0-1 Year,Medium,-1.108845897921119,-0.9843514076718054,-0.49566128659004244,3,3,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,High Risk
4652-ODEVH,1,0,0,1,0.5142514200025698,1,1,-1.3397969920528607,-0.5257059740576937,0,2-4 Years,Low,-1.1602195579537742,-0.5207752672862195,-0.9280832414338016,1,2,1,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,New Customer
6510-UPNKS,0,0,1,0,-0.38159658183809786,1,1,-1.328164413051698,-0.7343472945744725,0,1-2 Years,Low,-1.0952572917046686,-0.7547491842068735,-0.9280832414338016,2,1,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,New Customer
6718-BDGHG,0,0,0,0,0.43281069256250915,1,0,0.0029349840813665527,0.2772476551969296,0,2-4 Years,Medium,0.23074609252437284,0.2247530217335792,0.369182623097476,2,1,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,New Customer
9046-DQMTP,1,0,1,0,0.10704778280226633,1,1,-1.462769970065154,-0.6793964033281945,0,2-4 Years,Low,-1.2619851652984726,-0.6859281311690629,-1.360505196277561,3,1,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,New Customer
6439-LAJXL,1,0,0,0,-0.9516816739185228,1,0,0.13920233809498894,-0.7438329963953875,0,0-1 Year,High,0.010800626751734458,-0.7326036865498559,0.8016045779412352,3,2,1,1,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,High Risk
1571-SAVHK,1,0,1,0,-0.8295205827584317,1,0,1.1695164781979852,-0.5060727772655671,1,0-1 Year,Very High,0.920336938999772,-0.47699209494936395,0.8016045779412352,3,2,0,1,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,High Risk
9052-VKDUW,0,1,0,0,1.3286586944031769,1,0,1.4835961112293827,2.1828810314754166,0,4+ Years,Very High,1.653620285345334,2.133482958873678,1.6664484876287537,3,1,1,1,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,New Customer
9546-CQJSU,0,0,1,0,-1.2367242199587352,1,0,0.8853491911695783,-0.9204214686661438,1,0-1 Year,Very High,0.17954516786777855,-0.9259076067763659,0.369182623097476,3,3,0,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,High Risk
1666-JZPZT,1,0,1,0,-0.21871512695797646,1,1,-0.5238546649712943,-0.43609918150756105,0,2-4 Years,Medium,-0.4239918505182954,-0.42241216453246705,-0.49566128659004244,3,2,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,High Risk
5777-KJIRB,0,0,1,0,0.3106496014024181,1,0,-0.4823097399671412,-0.11305588507621113,0,2-4 Years,Medium,-0.3179520425904153,-0.1190431338171903,-0.49566128659004244,2,2,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,New Customer
0506-LVNGN,0,1,1,0,-1.1145631287986442,1,0,0.358559542116917,-0.8515729212636415,1,0-1 Year,High,-0.02558132999261199,-0.8398205725144399,-0.49566128659004244,3,1,0,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,New Customer
7677-SJJJK,1,0,0,1,-0.9924020376385531,1,1,-1.491020519067978,-0.9379148676056455,0,0-1 Year,Low,-1.374973174106615,-0.936329017438492,-1.360505196277561,2,1,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,New Customer
2480-EJWYP,0,1,0,0,1.0436161483629645,1,0,1.0980592071908417,1.40256072796093,0,4+ Years,Very High,1.096917864521167,1.4982184936815426,0.8016045779412352,2,1,1,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,New Customer
3253-HKOKL,0,0,0,1,0.7992939660427822,1,1,1.1811490571991479,1.3079904867835743,0,4+ Years,Very High,1.3076661797170164,1.2965023754417486,0.8016045779412352,2,3,1,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,New Customer
7055-HNEOJ,1,0,0,0,-1.1960038562387048,1,0,-0.29785027294870164,-0.9376501503455267,0,0-1 Year,Medium,-0.6692305872602687,-0.9327080188186007,-0.06323933174628321,3,2,1,1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,High Risk
5514-YQENT,1,0,1,1,0.35136996512244845,1,0,1.541759006235197,0.9826970936412165,0,2-4 Years,Very High,1.581717642779921,1.0057406021164594,1.6664484876287537,1,3,1,1,1,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,New Customer
3211-AAPKX,1,0,1,0,-0.5037576729981889,1,0,1.1229861621933337,-0.10934984343455124,0,1-2 Years,Very High,1.2358081119577107,-0.136264956521551,0.8016045779412352,3,2,0,1,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,High Risk
8445-DNBAE,1,0,1,1,-1.2774445836787656,1,0,-0.4889569279678058,-0.9837550731495093,0,0-1 Year,Medium,-1.115401205442623,-0.9845280417508244,-0.49566128659004244,3,3,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,High Risk
2951-QOQTK,1,0,1,1,-1.1552834925186746,1,1,0.53304822713436,-0.8591614827203736,1,0-1 Year,High,0.24367792645315756,-0.8639090450406675,-0.06323933174628321,3,1,1,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,New Customer
2958-NHPPS,1,0,1,0,-0.38159658183809786,1,1,-1.4594463760648215,-0.796754388647423,0,1-2 Years,Low,-1.2884340102289844,-0.794867199404083,-1.360505196277561,3,3,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,High Risk
6806-YDEUL,0,1,1,0,-1.0738427650786138,1,1,-1.504314895069307,-0.9587172322966289,0,0-1 Year,Low,-1.4355577424303547,-0.9549639127750053,-1.360505196277561,3,1,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,New Customer
1735-XMJVH,1,0,0,1,-0.9924020376385531,1,0,-1.5093002860698053,-0.9385104814409122,0,0-1 Year,Low,-1.3798896547477426,-0.9382719923077018,-1.360505196277561,3,2,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,High Risk
